0,-7.909996127618502e-08,-6.217631892665888e-08,                   0,   766.4832000000001,  -975.1106634359517,    6780165.91335072,   766.4832000000001,                   0,   6780165.913350717
                 0.1,-2.37177421301511e-07,-2.486710795244149e-07,                   0,   1532.966390204485,  -974.1372834802557,   6780165.740052163,   1532.966390204484,                   0,   6780165.740052155
                 0.2,-4.740270997607651e-07,-6.21558030185873e-07,                   0,   2299.449560817939,  -972.6784293136712,   6780165.480104333,   2299.449560817938,                   0,   6780165.480104317
                 0.3,-7.893611296759621e-07,-1.242808404388124e-06,                   0,   3065.932702044846,  -970.7355584960402,   6780165.133507235,   3065.932702044843,                   0,   6780165.133507208
                 0.4,-1.182809373177468e-06,-2.174256836512322e-06,                   0,   3832.415804089691,  -968.3106121744263,   6780164.700260875,   3832.415804089685,                   0,   6780164.700260834
                 0.5,-1.653919821590023e-06,-3.477567352792846e-06,                   0,   4598.898857156958,    -965.40601314369,    6780164.18036526,   4598.898857156948,                   0,   6780164.180365203
                 0.6,-2.20215907941746e-06,-5.214199456101033e-06,                   0,   5365.381851451132,  -962.0246634258433,   6780163.573820398,   5365.381851451116,                   0,   6780163.573820323
                 0.7,-2.826912931724996e-06,-7.445374323216877e-06,                   0,   6131.864777176698,  -958.1699413706027,   6780162.880626298,   6131.864777176674,                   0,   6780162.880626203
                 0.8,-3.52748699433351e-06,-1.023204113318021e-05,                   0,   6898.347624538142,  -953.8456982800365,   6780162.100782973,   6898.347624538107,                   0,   6780162.100782853
                 0.9,-4.303107446156414e-06,-1.363484354524078e-05,                   0,   7664.830383739949,  -949.0562545606796,   6780161.234290431,   7664.830383739902,                   0,   6780161.234290285
                   1,-5.152921842926542e-06,-1.77140863448444e-05,                   0,   8431.313044986608,  -943.8063954069605,   6780160.281148687,   8431.313044986544,                   0,   6780160.281148513
                 1.1,-6.07600001147808e-06,-2.252970227599984e-05,                   0,   9197.795598482604,  -938.1013660202522,   6780159.241357754,    9197.79559848252,                   0,   6780159.241357549
                 1.2,-7.071335023667035e-06,-2.814121907826871e-05,                   0,   9964.278034432427,  -931.9468663683242,   6780158.114917648,   9964.278034432322,                   0,    6780158.11491741
                 1.3,-8.137844248933062e-06,-3.460772674650802e-05,                   0,   10730.76034304057,  -925.3490454904326,   6780156.901828384,   10730.76034304044,                   0,    6780156.90182811
                 1.4,-9.274370484425879e-06,-4.198784503137249e-05,                   0,   11497.24251451152,  -918.3144953537354,   6780155.602089979,   11497.24251451135,                   0,   6780155.602089668
                 1.5,-1.047968316154097e-05,-5.033969119845144e-05,                   0,   12263.72453904976,  -910.8502442671748,   6780154.215702452,   12263.72453904957,                   0,   6780154.215702101
                 1.6,-1.175247962763186e-05,-5.97208480637727e-05,                   0,   13030.20640685981,  -902.9637498594034,   6780152.742665821,   13030.20640685957,                   0,   6780152.742665428
                 1.7,-1.309138650159014e-05,-7.018833232325398e-05,                   0,   13796.68810814614,   -894.662891627772,   6780151.182980107,   13796.68810814587,                   0,    6780151.18297967
                 1.8,-1.44949611019097e-05,-8.179856319352061e-05,                   0,   14563.16963311326,  -885.9559630658233,   6780149.536645332,   14563.16963311294,                   0,    6780149.53664485
                 1.9,-1.596169294577797e-05,-9.460733138133703e-05,                   0,   15329.65097196567,  -876.8516633771569,    6780147.80366152,   15329.65097196529,                   0,   6780147.803660989
                   2,-1.749000531766538e-05,-0.0001086697683987191,                   0,   16096.13211490786,  -867.3590887839432,   6780145.984028691,   16096.13211490743,                   0,    6780145.98402811
                 2.1,-1.907825690581345e-05,-0.0001240403162406037,                   0,   16862.61305214435,  -857.4877234387717,   6780144.077746874,   16862.61305214386,                   0,    6780144.07774624
                 2.2,-2.072474350495355e-05,-0.0001407726974417529,                   0,   17629.09377387963,  -847.2474299489132,   6780142.084816092,   17629.09377387908,                   0,   6780142.084815404
                 2.3,-2.242769978352081e-05,-0.0001589198855293616,                   0,   18395.57427031822,  -836.6484395224627,   6780140.005236372,   18395.57427031759,                   0,    6780140.00523563
                 2.4,-2.418530111356272e-05,-0.0001785340758876195,                   0,   19162.05453166462,  -825.7013417462084,   6780137.839007745,   19162.05453166392,                   0,   6780137.839006945
                 2.5,-2.599566546147812e-05,-0.0001996666570502519,                   0,   19928.53454812335,  -814.4170740054408,   6780135.586130237,   19928.53454812257,                   0,   6780135.586129379
                 2.6,-2.78568553376607e-05,-0.0002223681824368289,                   0,   20695.01430989892,  -802.8069105562705,   6780133.246603881,   20695.01430989806,                   0,   6780133.246602963
                 2.7,-2.976687980306157e-05,-0.0002466883425483868,                   0,   21461.49380719586,  -790.8824512613756,   6780130.820428707,    21461.4938071949,                   0,   6780130.820427727
                 2.8,-3.172369653062732e-05,-0.0002726759376376556,                   0,   22227.97303021868,  -778.6556100004301,   6780128.307604748,   22227.97303021762,                   0,   6780128.307603705
                 2.9,-3.372521391951487e-05,-0.0003003788508689231,                   0,   22994.45196917191,  -766.1386027667947,   6780125.708132037,   22994.45196917075,                   0,   6780125.708130931
                   3,-3.576929325993039e-05,-0.0003298440219822975,                   0,   23760.93061426007,  -753.3439354623617,    6780123.02201061,    23760.9306142588,                   0,   6780123.022009438
                 3.1,-3.785375094638842e-05,-0.0003611174214768541,                   0,    24527.4089556877,  -740.2843914027485,   6780120.249240503,   24527.40895568632,                   0,   6780120.249239264
                 3.2,-3.997636073713815e-05,-0.0003942440253268638,                   0,   25293.88698365934,  -726.9730185453237,   6780117.389821752,   25293.88698365784,                   0,   6780117.389820445
                 3.3,-4.213485605745694e-05,-0.0004292677902450115,                   0,   26060.36468837951,  -713.4231164528262,   6780114.443754395,   26060.36468837789,                   0,    6780114.44375302
                 3.4,-4.43269323444664e-05,-0.0004662316295062075,                   0,   26826.84206005277,  -699.6482230056019,   6780111.411038472,   26826.84206005102,                   0,   6780111.411037028
                 3.5,-4.655024943108452e-05,-0.0005051773893452902,                   0,   27593.31908888366,  -685.6621008757347,   6780108.291674023,   27593.31908888177,                   0,   6780108.291672509
                 3.6,-4.880243396668714e-05,-0.0005461458259416008,                   0,   28359.79576507672,  -671.4787237765845,   6780105.085661091,    28359.7957650747,                   0,   6780105.085659505
                 3.7,-5.108108187201503e-05,-0.000589176583003089,                   0,   29126.27207883652,  -657.1122625014722,   6780101.792999716,   29126.27207883436,                   0,   6780101.792998058
                 3.8,-5.338376082582776e-05,-0.0006343081699622772,                   0,   29892.74802036761,  -642.5770707654584,   6780098.413689944,    29892.7480203653,                   0,   6780098.413688213
                 3.9,-5.570801278077333e-05,-0.0006815779407960767,                   0,   30659.22357987456,  -627.8876708643638,   6780094.947731818,    30659.2235798721,                   0,   6780094.947730013
                   4,-5.805135650591271e-05,-0.0007310220734811046,                   0,   31425.69874756193,  -613.0587391653575,   6780091.395125384,   31425.69874755931,                   0,   6780091.395123506
                 4.1,-6.041129015331121e-05,-0.0007826755500958002,                   0,   32192.17351363429,  -598.1050914436107,   6780087.755870691,   32192.17351363151,                   0,   6780087.755868738
                 4.2,-6.278529384608405e-05,-0.0008365721375802861,                   0,   32958.64786829622,  -583.0416680796674,   6780084.029967785,   32958.64786829328,                   0,   6780084.029965756
                 4.3,-6.517083228526146e-05,-0.0008927443691645546,                   0,   33725.12180175231,   -567.883519132318,   6780080.217416716,   33725.12180174919,                   0,   6780080.217414612
                 4.4,-6.756535737281959e-05,-0.0009512235264751949,                   0,   34491.59530420713,  -552.6457893018944,   6780076.318217535,   34491.59530420384,                   0,   6780076.318215354
                 4.5,-6.996631084820644e-05,-0.001012039622330502,                   0,   35258.06836586528,  -537.3437027990054,   6780072.332370292,   35258.06836586181,                   0,   6780072.332368035
                 4.6,-7.23711269356787e-05,-0.00107522138423343,                   0,   36024.54097693136,  -521.9925481338339,   6780068.259875041,   36024.54097692771,                   0,   6780068.259872707
                 4.7,-7.477723499975362e-05,-0.001140796238571469,                   0,   36791.01312760996,  -506.6076628411908,   6780064.100731836,   36791.01312760614,                   0,   6780064.100729423
                 4.8,-7.718206220607193e-05,-0.001208790295532133,                   0,   37557.48480810571,   -491.204418156588,    6780059.85494073,    37557.4848081017,                   0,   6780059.854938238
                 4.9,-7.95830361849619e-05,-0.001279228334742362,                   0,   38323.95600862321,  -475.7982036586403,   6780055.522501781,     38323.956008619,                   0,   6780055.522499209
                   5,-8.19775876949917e-05,-0.001352133791639729,                   0,   39090.42671936707,  -460.4044118931413,   6780051.103415044,   39090.42671936267,                   0,   6780051.103412393
                 5.1,-8.436315328379689e-05,-0.001427528744582948,                   0,   39856.89693054194,  -445.0384229941736,   6780046.597680579,   39856.89693053734,                   0,   6780046.597677846
                 5.2,-8.67371779434723e-05,-0.001505433902708786,                   0,   40623.36663235243,  -429.7155893176206,   6780042.005298444,   40623.36663234763,                   0,   6780042.005295631
                 5.3,-8.909711775782303e-05,-0.001585868594542031,                   0,   41389.83581500319,  -414.4512201024314,   6780037.326268701,   41389.83581499817,                   0,   6780037.326265804
                 5.4,-9.144044253877683e-05,-0.001668850757364809,                   0,   42156.30446869885,  -399.2605661749648,    6780032.56059141,   42156.30446869363,                   0,   6780032.560588431
                 5.5,-9.376463844927116e-05,-0.001754396927351081,                   0,   42922.77258364407,  -384.1588047116933,   6780027.708266634,   42922.77258363863,                   0,    6780027.70826357
